Country,1990,2021,Absolute Change,Relative Change,1990.1,2021.0.1,Absolute Change.1,Relative Change.1,1990.2,2021.0.2,Absolute Change.2,Relative Change.2,Smoking_1990,Smoking_2021,Change,Percent_Change,Metric1,Metric2,Population,Lung_Cancer_1990,Lung_Cancer_2021,COPD_1990,COPD_2021,Cardiovascular_Diseases_1990,Cardiovascular_Diseases_2021,Stroke_1990,Stroke_2021,Oral_Cancers_1990,Oral_Cancers_2021,Year,Gender,Current_Smokers_Percentage,Former_Smokers_Percentage,Current_Smokers_Millions,Former_Smokers_Millions,Region,Type,Total Change,Due to Ageing,Due to Prevalence Changes,Due to Population Growth
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,France,Current,-81.90665557695846,-11.760914939249554,-52.52141624320126,-17.62432439450764
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,France,Former,20.616032838197693,4.895973133084118,9.634529213855426,6.08553049125815
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,France,Current,-32.81962278112351,-9.633405017374926,-18.853553058346478,-4.332664705402112
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,France,Former,1.64197532064208,0.2228096620945798,0.9452351083615289,0.47393055018597124
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Denmark,Current,80.69451427857999,11.888736790426051,47.55357363465414,21.2522038534998
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Denmark,Former,-47.657856309192454,-12.257128673555517,-25.32020165772291,-10.080525977914023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Denmark,Current,-17.682973842961378,-4.37344432779973,-8.050345563315364,-5.259183951846284
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Denmark,Former,45.852819853076056,11.664863073181703,24.806562253328956,9.381394526565398
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,New Zealand,Current,-59.46280560208527,-12.95204033791605,-30.41102761874875,-16.09973764542047
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,New Zealand,Former,-77.26984904902758,-17.643735521944873,-39.86396859881606,-19.762144928266654
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,New Zealand,Current,-28.863348792587253,-6.322586393439334,-12.998242934262871,-9.542519464885045
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,New Zealand,Former,-59.734464495700955,-11.460152002148147,-39.24985880654479,-9.024453687008013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Germany,Current,79.02682279738104,11.715237550065224,43.559140709294205,23.752444538021614
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Germany,Former,59.78410829583132,17.35889286223335,30.994076446230665,11.431138987367303
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Germany,Current,19.045456290071996,5.781141407774807,9.730537921574218,3.5337769607229728
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Germany,Former,57.97440618347998,13.385231957698531,36.97263454958714,7.616539676194309
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Thailand,Current,49.95476233235386,11.68537201526462,25.39666193884489,12.872728378244345
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Thailand,Former,-62.078340684459924,-18.144877276390105,-31.052751285573034,-12.88071212249678
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Thailand,Current,55.470071473687,10.259158898770805,26.064183102821662,19.146729472094535
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Thailand,Former,7.810624480913473,1.709388673088059,3.9134010619450974,2.187834745880317
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Luxembourg,Current,56.37734083727526,12.370022860560562,36.8820039652854,7.1253140114293005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Luxembourg,Former,62.03215608922059,17.60949411675128,24.911260144063966,19.51140182840535
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Luxembourg,Current,-30.36636337924426,-3.7717701214832724,-21.590329854217174,-5.004263403543813
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Luxembourg,Former,-75.50428732430008,-21.40228310409333,-32.91726309903446,-21.184741121172298
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Panama,Current,-60.477967133016264,-15.585161109784707,-30.537974003406493,-14.35483201982507
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Panama,Former,-13.935548028978163,-3.1055965263749266,-7.795321167208089,-3.034630335395148
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Panama,Current,60.51716704445469,15.222105265846738,29.900058566064935,15.395003212543017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Panama,Former,69.90270874318627,20.52556125815494,37.62670783288561,11.750439652145717
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Costa Rica,Current,-98.53423371797726,-23.809057463546246,-55.57188571581804,-19.153290538612968
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Costa Rica,Former,1.7541259008984207,0.28052138151498796,0.905443253888645,0.5681612654947876
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Costa Rica,Current,-13.30047330961462,-3.555583039552911,-6.575900256108731,-3.168990013952979
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Costa Rica,Former,-49.64158685152817,-12.301898696972767,-27.804670629527536,-9.53501752502786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Myanmar,Current,-70.40263745138725,-14.051762930848383,-41.233491183427944,-15.117383337110919
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Myanmar,Former,-33.828794671364896,-8.031191410835714,-17.170102172918103,-8.627501087611078
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Myanmar,Current,87.9848194055364,25.41180279252913,47.776146654351805,14.79686995865546
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Myanmar,Former,-30.074631552686082,-10.081453331418007,-15.228415253931098,-4.764762967336973
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Czechia,Current,3.675148507715481,0.7146745186702017,2.049494108897594,0.9109798801476853
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Czechia,Former,29.393327205304963,4.979957984860138,13.64542056997749,10.767948650467334
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Czechia,Current,-24.013257803716073,-8.099535388243975,-12.637355544585995,-3.2763668708861
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Czechia,Former,67.69903403954261,25.26672511098287,28.469934933866845,13.9623739946929
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Maldives,Current,60.183139128054435,11.554942686949486,36.75306803736189,11.875128403743057
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Maldives,Former,-42.87688392396272,-14.107124403938064,-20.350796701723645,-8.418962818301015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Maldives,Current,-0.48585953152573796,-0.1507704707302636,-0.23049365605051492,-0.10459540474495949
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Maldives,Former,-38.31790442755586,-8.114910238317684,-20.25625775077954,-9.946736438458636
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Estonia,Current,-37.22483361643362,-9.391931330115703,-17.92568847584939,-9.907213810468525
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Estonia,Former,-77.67279704357532,-16.653595461033,-40.25453555524444,-20.76466602729787
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Estonia,Current,14.302321220261312,2.431283579005278,8.135441908198558,3.735595733057477
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Estonia,Former,0.45398968557359864,0.08950051244201714,0.2207384069310413,0.1437507662005402
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Finland,Current,-73.82740590317066,-23.374298228137516,-33.02739034638173,-17.42571732865142
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Finland,Former,-31.817630351429763,-4.46808330206002,-14.253342737580061,-13.096204311789686
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Finland,Current,71.41083454218523,13.61157111131828,39.278001634729975,18.521261796136965
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Finland,Former,-41.948793699487105,-9.356694256837626,-26.067971233249633,-6.524128209399849
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,South Africa,Current,-65.94740686390658,-14.735379930930952,-34.50535958800641,-16.706667344969215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,South Africa,Former,-1.8732744469096978,-0.5990223023021575,-0.926149350739401,-0.3481027938681394
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,South Africa,Current,79.69236177487858,16.441132659940678,40.205615443163545,23.045613671774362
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,South Africa,Former,-43.45434733950604,-8.738684548223514,-28.83822553933737,-5.877437251945158
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Guatemala,Current,28.85684009357049,8.520718190353177,15.689278478323322,4.646843424893992
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Guatemala,Former,47.371233692259494,9.964755656187794,23.218979629602025,14.187498406469674
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Guatemala,Current,-31.381146903008883,-7.604364039259441,-16.145398282181116,-7.631384581568328
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Guatemala,Former,39.265557395957224,8.694490745817983,18.365680908265812,12.20538574187343
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Italy,Current,-18.459730487897758,-3.389284304379634,-10.949108457028672,-4.121337726489451
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Italy,Former,20.732339890110623,3.579597682095764,11.104344592787102,6.048397615227756
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Italy,Current,24.370651189422023,5.332470397076054,12.659997564917,6.378183227428969
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Italy,Former,6.055915656917844,1.3149707057712252,3.2918487963239467,1.4490961548226722
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Switzerland,Current,-75.9113443975953,-23.187073578567567,-39.52650991794541,-13.197760901082315
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Switzerland,Former,56.630756297909166,11.566513062189625,35.50618572112496,9.558057514594589
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Switzerland,Current,-31.06423659445488,-7.746518957165204,-19.49539117799207,-3.8223264592976056
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Switzerland,Former,-56.594635315819225,-14.197755823922508,-32.315986875111975,-10.080892616784743
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Japan,Current,-84.48897548534677,-9.425029167832514,-53.88150554767258,-21.182440769841673
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Japan,Former,15.012573153486091,4.230293450084441,5.553009377377156,5.229270326024494
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Japan,Current,27.294536200443254,4.815800950533692,12.739653295976922,9.73908195393264
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Japan,Former,-81.95730127708748,-28.251966970279028,-29.224089413092482,-24.481244893715967
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,South Korea,Current,2.1324038667239678,0.3137726473315609,1.1953804658917733,0.6232507535006334
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,South Korea,Former,-53.89843663153319,-10.006142477808996,-31.147162436471906,-12.745131717252287
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,South Korea,Current,18.645180061312374,3.39907378720888,10.831187689123947,4.414918584979544
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,South Korea,Former,-75.47692645093564,-19.497300318363102,-37.65042841516573,-18.329197717406803
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Jordan,Current,28.742456555901406,7.654273936408996,12.146703437141587,8.941479182350822
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Jordan,Former,-22.91334742044041,-4.962736186173386,-13.146193600793458,-4.804417633473566
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Jordan,Current,55.9975187620921,9.906372143308602,35.41764965846882,10.67349696031468
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Jordan,Former,-55.8094105406678,-18.123379646604963,-23.954518919652593,-13.73151197441024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Netherlands,Current,-24.787746459999234,-4.513115452820474,-14.169301233531257,-6.105329773647503
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Netherlands,Former,-71.85964402426232,-21.615400064480376,-29.146645278500774,-21.097598681281173
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Netherlands,Current,62.49956430590989,11.978732212317942,32.74063930573716,17.780192787854787
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Netherlands,Former,53.310854273530495,10.424946316136465,29.597517002803823,13.288390954590206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Poland,Current,-45.68017975933958,-5.195053569971351,-26.18625084100768,-14.298875348360548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Poland,Former,24.903305088959204,6.220608115791278,14.774474912498388,3.9082220606695386
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Poland,Current,50.17631838320816,13.51164988633293,24.95855480802369,11.706113688851547
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Poland,Former,7.779415027154485,1.2491030410109052,5.333503907087721,1.1968080790558597
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Croatia,Current,6.036451835438118,1.5128052617626235,3.0530916022060874,1.4705549714694068
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Croatia,Former,-44.197999903202934,-9.843573152015248,-19.711498220067817,-14.642928531119871
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Croatia,Current,-63.878816845992745,-16.672862611038468,-34.510153018867406,-12.695801216086872
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Croatia,Former,63.26747034567504,14.94743150317288,26.737850094127932,21.582188748374218
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Andorra,Current,55.49322284526919,14.427271792007712,28.377211665624493,12.688739387636986
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Andorra,Former,26.57816363965492,5.641586891306089,13.425554172650878,7.511022575697953
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Andorra,Current,-23.703569419087003,-4.218966372030701,-11.410582661498571,-8.074020385557732
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Andorra,Former,-25.782629358569643,-4.113129315238992,-13.798802124500966,-7.870697918829682
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Bulgaria,Current,40.160111193359214,12.308127778873589,23.17012249728822,4.681860917197403
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Bulgaria,Former,72.5797024898724,22.97069148357312,26.373130959939747,23.235880046359544
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Bulgaria,Current,68.91607171164617,13.521847220645759,36.401116968190586,18.99310752280982
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Bulgaria,Former,38.73858122811258,8.62850344451632,21.10087169956767,9.009206084028591
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Mauritius,Current,30.77987416081396,6.499365533039628,16.727864122229143,7.552644505545187
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Mauritius,Former,-65.1332269599032,-15.116248968121987,-37.01684067458345,-13.000137317197765
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Mauritius,Current,-62.356806831677346,-7.111026270477421,-36.66576128417805,-18.58001927702188
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Mauritius,Former,57.29731074859167,10.460494639728696,37.07095689253374,9.76585921632924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Sierra Leone,Current,16.963842786325806,5.176591235536169,6.662964882526165,5.1242866682634745
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Sierra Leone,Former,-91.27657735215355,-22.7521315056632,-48.09333061787419,-20.431115228616164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Sierra Leone,Current,-64.57333438046639,-8.40251010615643,-46.66138579294124,-9.50943848136872
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Sierra Leone,Former,25.285769126436847,4.721749028912201,15.71198196109791,4.852038136426734
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Turkey,Current,-78.64100492852383,-14.473480076529915,-54.02318716615797,-10.144337685835955
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Turkey,Former,-67.3902547965397,-15.899863329237853,-38.3464597100934,-13.143931757208444
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Turkey,Current,6.16598510881774,1.0130985551406553,3.5909388558914626,1.5619476977856221
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Turkey,Former,27.02293754416987,4.637021430711296,13.955135049995873,8.430781063462705
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Sweden,Current,27.435847884572233,7.9014754232399955,14.688402006032494,4.8459704552997405
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Sweden,Former,-39.650144749901095,-7.4838235292037005,-23.34383126103674,-8.822489959660654
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Sweden,Current,43.757561776456924,9.783550863016538,23.422820317783422,10.551190595656964
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Sweden,Former,-43.4732977529837,-7.758327972567089,-29.953968567000445,-5.7610012134161686
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Oman,Current,-28.162808389556652,-4.1865059244644245,-14.178466880637284,-9.797835584454944
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Oman,Former,38.952956925569026,7.327422304163842,18.29267772184416,13.332856899561024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Oman,Current,30.290845468215995,7.315653776924264,15.985511680408477,6.989680010883254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Oman,Former,60.92030706018852,18.937637767479544,26.71152668716094,15.271142605548032
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Hungary,Current,34.40023581487995,8.386392009990983,17.236050857337606,8.77779294755136
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Hungary,Former,10.159186346565026,2.4514141537530163,5.835214297321826,1.8725578954901811
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Hungary,Current,-69.04894574171827,-18.984898572544882,-40.65405599927086,-9.40999116990253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Hungary,Former,-16.338672165865354,-3.7303312549917185,-8.695320552639032,-3.9130203582346046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Nigeria,Current,-42.48442443245555,-7.449168365755975,-22.876699479120695,-12.15855658757888
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Nigeria,Former,-42.074355930710226,-14.299057234486044,-22.300053669854282,-5.4752450263699
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Nigeria,Current,75.222328407752,9.706212977155396,45.028952960493356,20.48716247010325
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Nigeria,Former,-16.3901172767648,-2.503687767014599,-7.491802585768628,-6.394626923981575
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Slovakia,Current,73.21693615870845,11.100974711489084,40.85612210897632,21.259839338243037
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Slovakia,Former,22.777066713697234,2.761948390372937,14.657078955644147,5.35803936768015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Slovakia,Current,36.20502199592552,8.035794755931741,21.522518792145977,6.646708447847803
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Slovakia,Former,0.42805157190891574,0.11424325732278692,0.1733700779772512,0.1404382366088776
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Togo,Current,10.938380772438554,2.834445093226409,4.723307023223808,3.3806286559883367
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Togo,Former,-1.3380045350996763,-0.4168158460833853,-0.7371440104209575,-0.18404467859533366
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Togo,Current,-52.68568402264957,-16.060006544804388,-29.386390605959907,-7.23928687188527
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Togo,Former,40.67750739814649,7.4905620219612405,20.643966667664536,12.542978708520717
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Romania,Current,-33.11691575658685,-6.65946420872785,-16.204611088761194,-10.252840459097806
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Romania,Former,-81.72895204622267,-16.738225320665336,-39.697906466820655,-25.292820258736675
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Romania,Current,28.28556540035899,6.344308340144106,13.917127994950768,8.024129065264114
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Romania,Former,-52.759937798210515,-9.919981886297876,-28.997402048584963,-13.842553863327677
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Botswana,Current,90.26359242595092,19.805641462124175,52.53223177386424,17.925719189962514
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Botswana,Former,64.35796988603306,16.512317487549666,30.951748783635015,16.89390361484838
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Botswana,Current,73.21046511118564,17.458276486691947,42.19530670502814,13.556881919465551
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Botswana,Former,-20.656196028867914,-4.861915410731565,-10.940314446380068,-4.853966171756279
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Cyprus,Current,-81.60960384941097,-15.398125087216162,-41.52148042129356,-24.68999834090126
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Cyprus,Former,87.83568830414006,24.81597753653873,44.14074036543592,18.878970402165425
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Cyprus,Current,-14.922711511749274,-3.6298770519503853,-7.292624617555578,-4.0002098422433106
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Cyprus,Former,85.31154144881489,11.948475928190502,55.753752324643024,17.60931319598137
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Latvia,Current,77.29748554764215,25.377963665326664,31.38876807746192,20.530753804853575
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Latvia,Former,53.30306128186806,13.942901984221745,23.38566876632174,15.974490531324578
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Latvia,Current,-41.70843792015243,-11.46607021219628,-21.26638525849397,-8.975982449462181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Latvia,Former,-22.38328145792785,-5.9742528558828925,-10.881614514542452,-5.527414087502505
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Slovenia,Current,50.19692508409196,12.995055616070928,26.844272126010598,10.357597342010433
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Slovenia,Former,-23.096842571404103,-3.8261053333853448,-11.85707602019878,-7.41366121781998
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Slovenia,Current,-39.67924047451126,-10.162137709396236,-21.52907556670205,-7.988027198412976
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Slovenia,Former,10.831845920339944,2.3666455365019723,6.455545981080502,2.0096544027574685
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Lithuania,Current,68.19622320033845,19.77487747937749,31.190317430539046,17.23102829042192
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Lithuania,Former,30.542769742841077,5.94274275511746,15.56521549481681,9.034811492906808
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Lithuania,Current,11.013256468195308,1.7917613861313908,5.1564589702580115,4.065036111805906
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Lithuania,Former,-71.99383778340717,-21.509651142356475,-32.74946177057262,-17.734724870478075
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Comoros,Current,19.929058841145483,6.828679124356614,7.379488219211833,5.720891497577036
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Comoros,Former,84.49598512584828,20.10573691406299,44.6652659443905,19.72498226739479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Comoros,Current,-49.052260865803504,-9.669924464452818,-23.05504963026907,-16.327286771081614
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Comoros,Former,2.964839089472772,0.5662449925226781,1.9799945351504984,0.41859956179959507
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Bolivia,Current,47.14673310816653,7.825067282701146,27.934183093510406,11.387482731954972
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Bolivia,Former,44.16823026846719,13.620750749879688,22.247192400260033,8.30028711832747
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Bolivia,Current,34.756437925770186,4.868267493849213,22.224310473937674,7.663859957983297
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Bolivia,Former,33.19508906492621,8.719098097661396,20.056583510794198,4.419407456470618
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Guyana,Current,-20.871274312619605,-4.350464318043907,-12.923648029022424,-3.597161965553271
